id,sources,data,created_at,expires_at
analyze-events-ANDROIDE,"[""ANDROIDE""]","{""success"":true,""summary"":{""totalEvents"":1165,""coursesFound"":43,""eventsByType"":{""td"":381,""tme"":212,""exam"":137,""cours"":157,""other"":240,""rattrapage"":10,""soutenance"":28},""analyzedEvents"":1165},""topPatterns"":[{""count"":94,""pattern"":""MUXINX-MOGPL-TDX""},{""count"":46,""pattern"":""MUXINX-MOGPL-TMEX""},{""count"":42,""pattern"":""MUXINX-DJ-TDX""},{""count"":32,""pattern"":""MUXINX-IHM-TME""},{""count"":28,""pattern"":""MUXINX-FoSyMa-TME""},{""count"":26,""pattern"":""XIX-TDX-FOSYMA""},{""count"":25,""pattern"":""MUXINX-RA-TMEX""},{""count"":23,""pattern"":""MUXINX-RP-Cours""},{""count"":23,""pattern"":""UMXINX-MOGPL-TDX""},{""count"":22,""pattern"":""XIX-TMEX-FOSYMA""},{""count"":22,""pattern"":""XIX-TDX-MOGPL""},{""count"":21,""pattern"":""MUXINX-DJ-Cours""},{""count"":20,""pattern"":""MOXLVANX- ANGLAIS""},{""count"":19,""pattern"":""MUXINX-FoSyMa-Cours""},{""count"":19,""pattern"":""MUXINX-IHM-Cours""},{""count"":18,""pattern"":""MUXINX-FoSyMa-TD""},{""count"":18,""pattern"":""MUXINX-RP-TD""},{""count"":16,""pattern"":""XIX-TDX-DJ""},{""count"":13,""pattern"":""XIX-TDX-RP""},{""count"":12,""pattern"":""MUXINX-RA-Cours""}],""courseAnalysis"":{""CS"":{""types"":{""other"":7},""groups"":{""td"":[],""tme"":[]},""totalEvents"":7},""DE"":{""types"":{""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""DJ"":{""types"":{""td"":71,""exam"":19,""cours"":29,""other"":13,""rattrapage"":2},""groups"":{""td"":[""1"",""2""],""tme"":[]},""totalEvents"":134},""EN"":{""types"":{""exam"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""ET"":{""types"":{""td"":1},""groups"":{""td"":[""1""],""tme"":[]},""totalEvents"":1},""IN"":{""types"":{""td"":2,""exam"":2},""groups"":{""td"":[""1"",""2""],""tme"":[]},""totalEvents"":4},""MA"":{""types"":{""td"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""OO"":{""types"":{""td"":1},""groups"":{""td"":[""3""],""tme"":[]},""totalEvents"":1},""RA"":{""types"":{""tme"":26,""exam"":3,""cours"":12},""groups"":{""td"":[],""tme"":[""1"",""2""]},""totalEvents"":41},""RP"":{""types"":{""td"":48,""tme"":14,""exam"":18,""cours"":35,""other"":14,""rattrapage"":5,""soutenance"":1},""groups"":{""td"":[""1"",""2""],""tme"":[""1"",""2""]},""totalEvents"":135},""SA"":{""types"":{""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""TD"":{""types"":{""td"":26,""cours"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":27},""TP"":{""types"":{""other"":2},""groups"":{""td"":[],""tme"":[]},""totalEvents"":2},""UE"":{""types"":{""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""AND"":{""types"":{""other"":3,""soutenance"":2},""groups"":{""td"":[],""tme"":[]},""totalEvents"":5},""EDF"":{""types"":{""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""IBM"":{""types"":{""other"":4},""groups"":{""td"":[],""tme"":[]},""totalEvents"":4},""IHM"":{""types"":{""td"":16,""tme"":37,""exam"":14,""cours"":25,""other"":14,""soutenance"":2},""groups"":{""td"":[""1""],""tme"":[""1""]},""totalEvents"":108},""RES"":{""types"":{""td"":7,""other"":1},""groups"":{""td"":[""1"",""2"",""3"",""4""],""tme"":[]},""totalEvents"":8},""SAP"":{""types"":{""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""TME"":{""types"":{""tme"":34,""soutenance"":3},""groups"":{""td"":[],""tme"":[]},""totalEvents"":37},""AROB"":{""types"":{""tme"":11,""exam"":2,""other"":7},""groups"":{""td"":[],""tme"":[""1"",""2""]},""totalEvents"":20},""ATOS"":{""types"":{""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""IREC"":{""types"":{""cours"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""SESI"":{""types"":{""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""ANNUL"":{""types"":{""other"":2},""groups"":{""td"":[],""tme"":[]},""totalEvents"":2},""MADMC"":{""types"":{""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""MOGPL"":{""types"":{""td"":175,""tme"":63,""exam"":19,""cours"":10,""other"":24,""rattrapage"":3},""groups"":{""td"":[""1"",""2"",""3"",""4"",""5""],""tme"":[""1"",""2"",""3"",""4"",""5""]},""totalEvents"":294},""NOKIA"":{""types"":{""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""RENCE"":{""types"":{""other"":8},""groups"":{""td"":[],""tme"":[]},""totalEvents"":8},""UNION"":{""types"":{""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""ATOIRE"":{""types"":{""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""ATRIUM"":{""types"":{""other"":5},""groups"":{""td"":[],""tme"":[]},""totalEvents"":5},""BHAUER"":{""types"":{""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""DANDRO"":{""types"":{""other"":2,""soutenance"":2},""groups"":{""td"":[],""tme"":[]},""totalEvents"":4},""DROIDE"":{""types"":{""other"":2,""soutenance"":5},""groups"":{""td"":[],""tme"":[]},""totalEvents"":7},""EMAINE"":{""types"":{""exam"":3,""other"":3},""groups"":{""td"":[],""tme"":[]},""totalEvents"":6},""ESSION"":{""types"":{""exam"":7},""groups"":{""td"":[],""tme"":[]},""totalEvents"":7},""EXAMEN"":{""types"":{""exam"":23},""groups"":{""td"":[],""tme"":[]},""totalEvents"":23},""FOSYMA"":{""types"":{""td"":28,""tme"":26,""exam"":3,""cours"":7,""soutenance"":2},""groups"":{""td"":[""1"",""2""],""tme"":[""1"",""2""]},""totalEvents"":66},""NANCES"":{""types"":{""soutenance"":10},""groups"":{""td"":[],""tme"":[]},""totalEvents"":10},""NGLAIS"":{""types"":{""exam"":2},""groups"":{""td"":[],""tme"":[]},""totalEvents"":2},""XAMENS"":{""types"":{""exam"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1}}}",2025-10-01 19:01:48.666487+00,2025-12-30 19:01:48.542+00
analyze-events-ANDROIDE_M2,"[""ANDROIDE_M2""]","{""success"":true,""summary"":{""totalEvents"":1394,""coursesFound"":34,""eventsByType"":{""td"":127,""tme"":384,""exam"":78,""cours"":198,""other"":560,""rattrapage"":2,""soutenance"":45},""analyzedEvents"":1394},""topPatterns"":[{""count"":50,""pattern"":""MUXINOIP-TDX""},{""count"":39,""pattern"":""MUXINX-IAR-TME GRX""},{""count"":37,""pattern"":""MUXINX-MADMC - Cs""},{""count"":35,""pattern"":""MUXINX-COCOMA - TME""},{""count"":33,""pattern"":""MUXINX-COCOMA - Cs""},{""count"":32,""pattern"":""MUXINX-ISG - TME""},{""count"":32,""pattern"":""MUXINX-MOSIMA-TME""},{""count"":28,""pattern"":""XIX-Cours-MADMC""},{""count"":28,""pattern"":""XIX-Cours-MAOA""},{""count"":27,""pattern"":""XIX-Cours-AOTJ""},{""count"":27,""pattern"":""XIX-Cours-MADI""},{""count"":25,""pattern"":""XIX-Cours-COCOMA""},{""count"":24,""pattern"":""MUXINOIP-TD-GX""},{""count"":23,""pattern"":""MUXINX-AOTJ-Cs""},{""count"":22,""pattern"":""MUXINX-COCOMA-TME""},{""count"":21,""pattern"":""MUXINX-AOTJ-CS""},{""count"":21,""pattern"":""MUXINX-MADI-Cs""},{""count"":21,""pattern"":""MUXINX-COCOMA-CS""},{""count"":20,""pattern"":""MUXINX-EVIH - TME""},{""count"":19,""pattern"":""MUXINX-MAOA-Cs""}],""courseAnalysis"":{""AI"":{""types"":{""tme"":6},""groups"":{""td"":[],""tme"":[]},""totalEvents"":6},""IA"":{""types"":{""tme"":2},""groups"":{""td"":[],""tme"":[]},""totalEvents"":2},""IN"":{""types"":{""other"":3},""groups"":{""td"":[],""tme"":[]},""totalEvents"":3},""IP"":{""types"":{""cours"":27,""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":28},""RP"":{""types"":{""cours"":2,""soutenance"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":3},""TD"":{""types"":{""td"":5},""groups"":{""td"":[],""tme"":[]},""totalEvents"":5},""TM"":{""types"":{""other"":56},""groups"":{""td"":[],""tme"":[]},""totalEvents"":56},""AND"":{""types"":{""other"":6,""soutenance"":5},""groups"":{""td"":[],""tme"":[]},""totalEvents"":11},""IAR"":{""types"":{""td"":6,""tme"":82,""exam"":1,""cours"":16,""other"":55,""soutenance"":12},""groups"":{""td"":[],""tme"":[""1"",""2""]},""totalEvents"":172},""IHM"":{""types"":{""other"":2},""groups"":{""td"":[],""tme"":[]},""totalEvents"":2},""ISG"":{""types"":{""tme"":43,""exam"":4,""other"":5},""groups"":{""td"":[],""tme"":[]},""totalEvents"":52},""OIP"":{""types"":{""td"":1,""other"":8},""groups"":{""td"":[""1""],""tme"":[]},""totalEvents"":9},""TME"":{""types"":{""tme"":74},""groups"":{""td"":[],""tme"":[]},""totalEvents"":74},""AOTJ"":{""types"":{""td"":9,""exam"":10,""cours"":29,""other"":67},""groups"":{""td"":[],""tme"":[]},""totalEvents"":115},""ATOJ"":{""types"":{""cours"":2,""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":3},""EVHI"":{""types"":{""tme"":23,""exam"":1,""other"":1,""soutenance"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":26},""EVIH"":{""types"":{""tme"":22,""exam"":2,""soutenance"":2},""groups"":{""td"":[],""tme"":[]},""totalEvents"":26},""EXAM"":{""types"":{""exam"":4},""groups"":{""td"":[],""tme"":[]},""totalEvents"":4},""HAII"":{""types"":{""rattrapage"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""INFO"":{""types"":{""soutenance"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""MADI"":{""types"":{""exam"":10,""cours"":28,""other"":60,""rattrapage"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":99},""MAOA"":{""types"":{""td"":4,""tme"":13,""exam"":9,""cours"":28,""other"":53},""groups"":{""td"":[],""tme"":[]},""totalEvents"":107},""INOIP"":{""types"":{""td"":76,""cours"":1,""other"":25},""groups"":{""td"":[""1"",""2""],""tme"":[]},""totalEvents"":102},""MADMC"":{""types"":{""tme"":3,""exam"":10,""cours"":28,""other"":74},""groups"":{""td"":[],""tme"":[]},""totalEvents"":115},""STAGE"":{""types"":{""soutenance"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""TOEIC"":{""types"":{""exam"":2},""groups"":{""td"":[],""tme"":[]},""totalEvents"":2},""UNION"":{""types"":{""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""ATRIUM"":{""types"":{""cours"":1,""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":2},""BIBLIO"":{""types"":{""other"":3},""groups"":{""td"":[],""tme"":[]},""totalEvents"":3},""COCOMA"":{""types"":{""tme"":60,""exam"":4,""cours"":26,""other"":69,""soutenance"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":160},""EXAMEN"":{""types"":{""exam"":19},""groups"":{""td"":[],""tme"":[]},""totalEvents"":19},""ISIONS"":{""types"":{""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""MOSIMA"":{""types"":{""td"":1,""tme"":56,""exam"":1,""cours"":8,""other"":30},""groups"":{""td"":[],""tme"":[]},""totalEvents"":96},""XAMENS"":{""types"":{""exam"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1}}}",2025-09-29 00:09:57.574289+00,2026-01-01 13:39:42.636+00
analyze-events-ANDROIDE_M2-DAC_M2,"[""ANDROIDE_M2"",""DAC_M2""]","{""sources"":[{""source"":""ANDROIDE_M2"",""success"":true,""eventCount"":1391},{""source"":""DAC_M2"",""success"":true,""eventCount"":1258}],""summary"":{""totalEvents"":2649,""coursesFound"":59,""eventsByType"":{""td"":131,""tme"":988,""exam"":150,""cours"":599,""other"":695,""rattrapage"":3,""soutenance"":83},""analyzedEvents"":2649},""topPatterns"":[{""count"":92,""pattern"":""MUXINX-AMAL-TMEX""},{""count"":85,""pattern"":""MUXINX-RLD-TMEX""},{""count"":64,""pattern"":""MUXINX-BDLE-TMEX""},{""count"":62,""pattern"":""MUXINX-TMEX""},{""count"":50,""pattern"":""MUXINOIP-TDX""},{""count"":39,""pattern"":""MUXINX-IAR-TME GRX""},{""count"":39,""pattern"":""MUXINX-REDS-Cours""},{""count"":37,""pattern"":""MUXINX-MADMC - Cs""},{""count"":36,""pattern"":""MUXINX-AMAL-Cours""},{""count"":35,""pattern"":""MUXINX-COCOMA - TME""},{""count"":35,""pattern"":""MUXINX_RLD_Cours""},{""count"":34,""pattern"":""MUXINOIP-CSX""},{""count"":33,""pattern"":""MUXINX-COCOMA - Cs""},{""count"":33,""pattern"":""MUXINX-BDLE-Cours""},{""count"":32,""pattern"":""MUXINX-ISG - TME""},{""count"":32,""pattern"":""MUXINX-MOSIMA-TME""},{""count"":31,""pattern"":""MUXINX-LODAS-Cours""},{""count"":30,""pattern"":""XIX-TMEX-BDLE""},{""count"":28,""pattern"":""XIX-Cours-MADMC""},{""count"":28,""pattern"":""XIX-Cours-MAOA""}],""courseAnalysis"":{""AI"":{""types"":{""tme"":6},""groups"":{""td"":[],""tme"":[]},""totalEvents"":6},""AS"":{""types"":{""tme"":28,""exam"":4,""cours"":18,""soutenance"":2},""groups"":{""td"":[],""tme"":[""1"",""2""]},""totalEvents"":52},""CI"":{""types"":{""exam"":6,""cours"":24,""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":31},""IA"":{""types"":{""tme"":2},""groups"":{""td"":[],""tme"":[]},""totalEvents"":2},""IN"":{""types"":{""other"":3},""groups"":{""td"":[],""tme"":[]},""totalEvents"":3},""IP"":{""types"":{""cours"":27,""other"":15},""groups"":{""td"":[],""tme"":[]},""totalEvents"":42},""ML"":{""types"":{""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""RI"":{""types"":{""tme"":18,""exam"":4,""cours"":18},""groups"":{""td"":[],""tme"":[""1"",""2""]},""totalEvents"":40},""RL"":{""types"":{""tme"":14,""cours"":1,""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":16},""RP"":{""types"":{""cours"":2,""soutenance"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":3},""TD"":{""types"":{""td"":5},""groups"":{""td"":[],""tme"":[]},""totalEvents"":5},""TM"":{""types"":{""other"":56},""groups"":{""td"":[],""tme"":[]},""totalEvents"":56},""ADL"":{""types"":{""tme"":14,""cours"":1,""other"":1},""groups"":{""td"":[],""tme"":[""1"",""2""]},""totalEvents"":16},""AND"":{""types"":{""other"":6,""soutenance"":5},""groups"":{""td"":[],""tme"":[]},""totalEvents"":11},""DAC"":{""types"":{""other"":9,""soutenance"":17},""groups"":{""td"":[],""tme"":[]},""totalEvents"":26},""GDC"":{""types"":{""tme"":14,""cours"":1,""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":16},""IAR"":{""types"":{""td"":6,""tme"":82,""exam"":1,""cours"":16,""other"":55,""soutenance"":12},""groups"":{""td"":[],""tme"":[""1"",""2""]},""totalEvents"":172},""IHM"":{""types"":{""other"":2},""groups"":{""td"":[],""tme"":[]},""totalEvents"":2},""ISG"":{""types"":{""tme"":43,""exam"":4,""other"":5},""groups"":{""td"":[],""tme"":[]},""totalEvents"":52},""LMM"":{""types"":{""tme"":2,""cours"":1,""other"":1},""groups"":{""td"":[],""tme"":[""1"",""2""]},""totalEvents"":4},""OIP"":{""types"":{""td"":1,""other"":8},""groups"":{""td"":[""1""],""tme"":[]},""totalEvents"":9},""RLD"":{""types"":{""tme"":85,""exam"":3,""cours"":4},""groups"":{""td"":[],""tme"":[""1"",""2"",""3""]},""totalEvents"":92},""TME"":{""types"":{""tme"":115},""groups"":{""td"":[],""tme"":[""1""]},""totalEvents"":115},""XAI"":{""types"":{""td"":3,""tme"":15,""cours"":28,""other"":5},""groups"":{""td"":[],""tme"":[]},""totalEvents"":51},""AMAL"":{""types"":{""td"":2,""tme"":92,""exam"":7,""cours"":36,""other"":6,""soutenance"":5},""groups"":{""td"":[""1"",""2""],""tme"":[""1"",""2"",""3""]},""totalEvents"":148},""AOTJ"":{""types"":{""td"":9,""exam"":10,""cours"":29,""other"":67},""groups"":{""td"":[],""tme"":[]},""totalEvents"":115},""ASWS"":{""types"":{""exam"":5,""cours"":19},""groups"":{""td"":[],""tme"":[]},""totalEvents"":24},""ATOJ"":{""types"":{""cours"":2,""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":3},""BDLE"":{""types"":{""tme"":106,""exam"":13,""cours"":49,""other"":10},""groups"":{""td"":[],""tme"":[""1"",""2"",""3""]},""totalEvents"":178},""DEEP"":{""types"":{""tme"":3,""cours"":2,""other"":1},""groups"":{""td"":[],""tme"":[""1"",""2"",""3""]},""totalEvents"":6},""EVHI"":{""types"":{""tme"":23,""exam"":1,""other"":1,""soutenance"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":26},""EVIH"":{""types"":{""tme"":22,""exam"":2,""soutenance"":2},""groups"":{""td"":[],""tme"":[]},""totalEvents"":26},""EXAM"":{""types"":{""exam"":4},""groups"":{""td"":[],""tme"":[]},""totalEvents"":4},""FDMS"":{""types"":{""tme"":27,""exam"":4,""cours"":19},""groups"":{""td"":[],""tme"":[""1"",""2""]},""totalEvents"":50},""HAII"":{""types"":{""rattrapage"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""INFO"":{""types"":{""soutenance"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""LSDA"":{""types"":{""tme"":14,""cours"":14,""other"":2},""groups"":{""td"":[],""tme"":[]},""totalEvents"":30},""MADI"":{""types"":{""exam"":10,""cours"":28,""other"":60,""rattrapage"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":99},""MAOA"":{""types"":{""td"":3,""tme"":13,""exam"":9,""cours"":28,""other"":51},""groups"":{""td"":[],""tme"":[]},""totalEvents"":104},""MEDS"":{""types"":{""tme"":21,""cours"":4,""other"":1,""rattrapage"":1},""groups"":{""td"":[],""tme"":[""1"",""2""]},""totalEvents"":27},""MIND"":{""types"":{""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""REDS"":{""types"":{""tme"":12,""exam"":6,""cours"":44,""other"":4,""soutenance"":6},""groups"":{""td"":[],""tme"":[""1"",""2""]},""totalEvents"":72},""SACE"":{""types"":{""tme"":8,""cours"":8,""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":17},""INOIP"":{""types"":{""td"":76,""cours"":3,""other"":60},""groups"":{""td"":[""1"",""2""],""tme"":[]},""totalEvents"":139},""LODAS"":{""types"":{""tme"":28,""exam"":8,""cours"":31,""other"":5},""groups"":{""td"":[],""tme"":[]},""totalEvents"":72},""MADMC"":{""types"":{""tme"":3,""exam"":10,""cours"":28,""other"":74},""groups"":{""td"":[],""tme"":[]},""totalEvents"":115},""STAGE"":{""types"":{""soutenance"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""TOEIC"":{""types"":{""exam"":3},""groups"":{""td"":[],""tme"":[]},""totalEvents"":3},""UNION"":{""types"":{""other"":2},""groups"":{""td"":[],""tme"":[]},""totalEvents"":2},""ATRIUM"":{""types"":{""cours"":1,""other"":4},""groups"":{""td"":[],""tme"":[]},""totalEvents"":5},""BIBLIO"":{""types"":{""other"":3},""groups"":{""td"":[],""tme"":[]},""totalEvents"":3},""COCOMA"":{""types"":{""tme"":60,""exam"":4,""cours"":26,""other"":69,""soutenance"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":160},""EXAMEN"":{""types"":{""exam"":20},""groups"":{""td"":[],""tme"":[]},""totalEvents"":20},""IPMIND"":{""types"":{""cours"":11},""groups"":{""td"":[],""tme"":[]},""totalEvents"":11},""ISIONS"":{""types"":{""other"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""MOSIMA"":{""types"":{""td"":1,""tme"":56,""exam"":1,""cours"":8,""other"":30},""groups"":{""td"":[],""tme"":[]},""totalEvents"":96},""NANCES"":{""types"":{""soutenance"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1},""ORACOI"":{""types"":{""exam"":1,""cours"":5},""groups"":{""td"":[],""tme"":[]},""totalEvents"":6},""XAMENS"":{""types"":{""exam"":1},""groups"":{""td"":[],""tme"":[]},""totalEvents"":1}}}",2025-09-29 00:10:34.794414+00,2025-10-01 17:32:44.269+00
